full_sq,life_sq,floor,max_floor,build_year,num_room,kitch_sq,sub_area,price_doc
58,,15.0,,,,,Nekrasovka,5589799
55,30.0,14.0,17.0,2013.0,2.0,10.0,Poselenie Moskovskij,4547708
85,53.0,2.0,14.0,1994.0,4.0,8.0,Otradnoe,13800000
56,37.0,5.0,5.0,1964.0,3.0,5.0,Zjuzino,8300000
36,17.0,6.0,9.0,1965.0,1.0,9.0,Fili Davydkovo,3000000
55,,4.0,17.0,2016.0,2.0,9.0,Poselenie Desjonovskoe,4838066
35,19.0,10.0,14.0,1974.0,1.0,9.0,Vyhino-Zhulebino,5400000
33,18.0,2.0,,,,,Kuncevo,6100000
38,20.0,5.0,,,,,Kapotnja,1000000
73,44.0,3.0,17.0,1996.0,3.0,10.0,Juzhnoe Butovo,7200000
54,32.0,6.0,17.0,1996.0,2.0,9.0,Mitino,8450000
45,29.0,2.0,5.0,1964.0,2.0,5.0,Nagatinskij Zaton,7500000
56,31.0,9.0,22.0,2005.0,2.0,11.0,Beskudnikovskoe,10500000
39,20.0,16.0,22.0,1996.0,1.0,10.0,Mar'ino,7100000
68,40.0,6.0,6.0,1927.0,2.0,6.0,Danilovskoe,13000000
58,32.0,3.0,17.0,1995.0,2.0,10.0,Gol'janovo,9200000
49,30.0,1.0,5.0,1954.0,2.0,7.0,Mozhajskoe,1000000
32,19.0,9.0,,,,,Kuz'minki,5650000
39,22.0,6.0,12.0,1966.0,2.0,7.0,Butyrskoe,8400000
43,21.0,4.0,9.0,1996.0,1.0,8.0,Vyhino-Zhulebino,7300000
33,20.0,4.0,5.0,1963.0,1.0,5.0,Zjuzino,5300000
64,60.0,16.0,17.0,2014.0,2.0,1.0,Nekrasovka,6592000
42,,20.0,24.0,2015.0,1.0,1.0,Poselenie Vnukovskoe,5424684
41,20.0,12.0,12.0,1982.0,1.0,8.0,Bibirevo,5000000
35,20.0,7.0,12.0,1967.0,1.0,9.0,Izmajlovo,6200000
59,41.0,9.0,9.0,1969.0,3.0,6.0,Gol'janovo,7000000
148,148.0,17.0,17.0,2014.0,5.0,1.0,Chertanovo Central'noe,31970500
95,51.0,21.0,21.0,2013.0,3.0,14.0,Poselenie Moskovskij,8253106
31,15.0,1.0,9.0,1962.0,1.0,9.0,Nizhegorodskoe,5200000
75,46.0,7.0,17.0,1993.0,3.0,10.0,Troparevo-Nikulino,13200000
76,46.0,16.0,16.0,1978.0,3.0,10.0,Jasenevo,10830000
78,38.0,12.0,30.0,2012.0,2.0,12.0,Bogorodskoe,7074000
38,18.0,3.0,17.0,1985.0,1.0,8.0,Meshhanskoe,9600000
53,,11.0,17.0,2014.0,1.0,1.0,Izmajlovo,11316894
46,31.0,1.0,9.0,1968.0,2.0,6.0,Novogireevo,6000000
73,36.0,5.0,16.0,2001.0,2.0,11.0,Kon'kovo,15500000
52,33.0,3.0,9.0,1970.0,3.0,5.0,Ochakovo-Matveevskoe,3000000
36,20.0,10.0,12.0,1967.0,1.0,9.0,Novogireevo,6100000
123,77.0,20.0,21.0,2016.0,4.0,10.0,Levoberezhnoe,18639570
51,30.0,11.0,12.0,1975.0,2.0,9.0,Rjazanskij,7500000
47,30.0,2.0,9.0,1969.0,2.0,6.0,Caricyno,3000000
42,26.0,9.0,9.0,1965.0,2.0,5.0,Filevskij Park,8000000
90,66.0,5.0,5.0,1928.0,4.0,7.0,Tverskoe,32500000
65,44.0,4.0,12.0,1966.0,3.0,9.0,Sokol'niki,14500000
70,70.0,8.0,8.0,2015.0,2.0,1.0,Poselenie Vnukovskoe,8853717
43,27.0,2.0,2.0,1952.0,2.0,5.0,Poselenie Shherbinka,2000000
48,44.0,7.0,9.0,2014.0,1.0,1.0,Zapadnoe Degunino,3411777
37,19.0,6.0,16.0,1990.0,1.0,9.0,Juzhnoe Medvedkovo,7200000
37,18.0,8.0,17.0,1994.0,1.0,8.0,Otradnoe,7000000
29,,2.0,10.0,o,1.0,1.0,Poselenie Filimonkovskoe,2205352
51,30.0,11.0,17.0,2003.0,2.0,9.0,Moskvorech'e-Saburovo,8850000
60,60.0,23.0,,,,,Poselenie Moskovskij,5436451
54,32.0,7.0,17.0,1987.0,2.0,9.0,Zjablikovo,7000000
77,46.0,13.0,23.0,2001.0,3.0,10.0,Horoshevo-Mnevniki,15550000
61,,17.0,,,,,Nekrasovka,5523956
51,26.0,5.0,23.0,2008.0,2.0,6.0,Ramenki,10000000
50,30.0,2.0,17.0,1985.0,2.0,8.0,Ramenki,11300000
51,30.0,7.0,17.0,2005.0,2.0,9.0,Severnoe Izmajlovo,2000000
117,102.0,14.0,40.0,2009.0,1.0,6.0,Tverskoe,18500000
84,45.0,10.0,17.0,2011.0,3.0,9.0,Nekrasovka,7500000
74,44.0,6.0,14.0,1994.0,3.0,10.0,Juzhnoe Butovo,9700000
93,93.0,22.0,23.0,2015.0,3.0,1.0,Mitino,12911295
57,40.0,6.0,8.0,1960.0,3.0,6.0,Danilovskoe,11000000
83,,6.0,0.0,,3.0,0.0,Poselenie Sosenskoe,7805210
98,63.0,4.0,10.0,2001.0,4.0,10.0,Vyhino-Zhulebino,14500000
42,26.0,4.0,5.0,1962.0,2.0,5.0,Taganskoe,7000000
63,22.0,1.0,18.0,2006.0,1.0,18.0,Horoshevo-Mnevniki,17400000
60,,17.0,17.0,2014.0,2.0,1.0,Chertanovo Severnoe,10007250
41,22.0,8.0,14.0,1977.0,2.0,6.0,Mar'ina Roshha,3000000
60,44.0,8.0,9.0,1968.0,3.0,6.0,Severnoe Medvedkovo,8550000
32,18.0,5.0,9.0,1974.0,1.0,6.0,Ljublino,5000000
45,28.0,5.0,9.0,1980.0,2.0,6.0,Losinoostrovskoe,6500000
34,19.0,1.0,12.0,1974.0,1.0,9.0,Nagornoe,5500000
79,,17.0,,,,,Nekrasovka,6606864
56,34.0,5.0,5.0,1958.0,2.0,7.0,Butyrskoe,7600000
41,25.0,4.0,5.0,1971.0,2.0,5.0,Chertanovo Juzhnoe,7000000
51,51.0,7.0,17.0,,2.0,9.0,Poselenie Vnukovskoe,6112158
38,18.0,2.0,17.0,1992.0,1.0,8.0,Severnoe Butovo,6100000
38,18.0,6.0,16.0,2007.0,1.0,8.0,Kosino-Uhtomskoe,6150000
63,41.0,4.0,6.0,1928.0,3.0,8.0,Hamovniki,15325000
53,31.0,14.0,,,,,Nagatinskij Zaton,9300000
65,46.0,5.0,9.0,1976.0,4.0,6.0,Cheremushki,12650000
42,42.0,1.0,,,,,Poselenie Filimonkovskoe,2864850
39,23.0,9.0,9.0,1970.0,2.0,5.0,Butyrskoe,6850000
51,,4.0,4.0,2014.0,2.0,1.0,Poselenie Filimonkovskoe,3113365
37,,2.0,12.0,2015.0,1.0,1.0,Poselenie Filimonkovskoe,2896143
65,44.0,11.0,12.0,1967.0,3.0,9.0,Metrogorodok,10400000
45,30.0,1.0,5.0,1963.0,2.0,5.0,Perovo,5700000
55,30.0,3.0,14.0,1998.0,2.0,8.0,Sviblovo,13000000
43,27.0,1.0,9.0,1976.0,2.0,5.0,Birjulevo Vostochnoe,1000000
62,62.0,11.0,20.0,1.0,2.0,1.0,Poselenie Vnukovskoe,6814110
44,28.0,1.0,5.0,1959.0,2.0,6.0,Horoshevo-Mnevniki,6700000
32,21.0,1.0,9.0,1963.0,1.0,5.0,Severnoe Izmajlovo,990000
57,57.0,11.0,11.0,,2.0,1.0,Krjukovo,6037500
42,1.0,10.0,25.0,2014.0,1.0,1.0,Tverskoe,5313000
54,31.0,11.0,16.0,1979.0,2.0,8.0,Severnoe Tushino,10500000
63,33.0,4.0,12.0,2004.0,2.0,12.0,Kosino-Uhtomskoe,8700000
63,34.0,4.0,17.0,2000.0,2.0,12.0,Sviblovo,11000000
45,27.0,3.0,9.0,1971.0,2.0,6.0,Veshnjaki,5900000
40,25.0,4.0,5.0,1964.0,2.0,5.0,Ochakovo-Matveevskoe,6500000
160,94.0,12.0,16.0,2001.0,4.0,17.0,Obruchevskoe,55000000
104,,8.0,1.0,2015.0,3.0,1.0,Poselenie Sosenskoe,7697340
43,43.0,4.0,24.0,2014.0,1.0,1.0,Presnenskoe,12855217
106,79.0,26.0,37.0,2009.0,1.0,17.0,Izmajlovo,9500000
54,28.0,11.0,14.0,1997.0,2.0,11.0,Tekstil'shhiki,8700000
53,29.0,1.0,9.0,2000.0,2.0,8.0,Juzhnoe Butovo,6300000
26,13.0,3.0,9.0,1968.0,1.0,6.0,Juzhnoe Tushino,5350000
84,85.0,5.0,0.0,0.0,3.0,11.0,Poselenie Sosenskoe,8762000
58,32.0,10.0,17.0,1998.0,2.0,10.0,Mar'ino,8600000
74,1.0,1.0,9.0,2015.0,2.0,1.0,Poselenie Pervomajskoe,4959328
43,27.0,5.0,5.0,1966.0,2.0,5.0,Nagatinskij Zaton,6600000
32,18.0,1.0,9.0,1970.0,1.0,6.0,Matushkino,4150000
134,76.0,10.0,20.0,2009.0,4.0,16.0,Ramenki,24000000
30,18.0,6.0,9.0,1967.0,1.0,5.0,Gol'janovo,4900000
58,33.0,19.0,22.0,1996.0,2.0,10.0,Perovo,8500000
28,26.0,10.0,17.0,2014.0,1.0,0.0,Poselenie Filimonkovskoe,2170303
31,31.0,1.0,14.0,2014.0,1.0,1.0,Poselenie Voskresenskoe,3816340
73,51.0,2.0,,,,,Krasnosel'skoe,13030000
62,62.0,5.0,17.0,0.0,2.0,1.0,Poselenie Vnukovskoe,7036806
30,19.0,4.0,5.0,1962.0,1.0,5.0,Kuz'minki,4600000
45,28.0,14.0,14.0,1970.0,2.0,5.0,Vyhino-Zhulebino,5800000
37,19.0,6.0,10.0,2004.0,1.0,7.0,Kosino-Uhtomskoe,5700000
17,13.0,2.0,5.0,1962.0,1.0,2.0,Bogorodskoe,3750000
46,28.0,5.0,14.0,1972.0,2.0,5.0,Zamoskvorech'e,7250000
41,26.0,3.0,5.0,1962.0,2.0,5.0,Bogorodskoe,6400000
79,49.0,1.0,22.0,1991.0,3.0,9.0,Silino,2000000
83,,3.0,12.0,,3.0,10.0,Poselenie Sosenskoe,8632964
65,64.0,7.0,9.0,2015.0,3.0,1.0,Poselenie Filimonkovskoe,4446269
37,19.0,3.0,16.0,1981.0,1.0,8.0,Mar'ino,6300000
38,23.0,5.0,5.0,1957.0,1.0,6.0,Izmajlovo,5500000
59,,12.0,,,,,Poselenie Sosenskoe,4566100
64,1.0,12.0,17.0,1.0,2.0,1.0,Poselenie Vnukovskoe,7289472
58,32.0,12.0,17.0,1997.0,2.0,10.0,Fili Davydkovo,11800000
39,20.0,2.0,12.0,1980.0,1.0,8.0,Strogino,7500000
78,44.0,1.0,5.0,2005.0,3.0,11.0,Kurkino,13200000
71,42.0,3.0,3.0,2017.0,3.0,13.0,Poselenie Novofedorovskoe,3624480
82,82.0,25.0,25.0,2015.0,3.0,10.0,Mitino,11406967
53,30.0,9.0,14.0,1986.0,2.0,8.0,Zjablikovo,9000000
69,39.0,6.0,16.0,1984.0,3.0,9.0,Severnoe Medvedkovo,10600000
51,51.0,3.0,17.0,0.0,2.0,0.0,Poselenie Vnukovskoe,5612655
45,28.0,3.0,5.0,1969.0,2.0,5.0,Troickij okrug,4400000
60,30.0,16.0,1.0,2015.0,2.0,1.0,Poselenie Voskresenskoe,6570520
41,21.0,6.0,14.0,1984.0,1.0,8.0,Orehovo-Borisovo Severnoe,999000
82,76.0,4.0,23.0,2013.0,2.0,1.0,Mitino,11904808
32,18.0,3.0,12.0,1971.0,1.0,6.0,Chertanovo Juzhnoe,5200000
44,29.0,6.0,9.0,1969.0,2.0,6.0,Ivanovskoe,7200000
76,47.0,10.0,12.0,2006.0,3.0,10.0,Kuncevo,14600000
32,17.0,1.0,9.0,1969.0,1.0,7.0,Chertanovo Severnoe,4850000
82,82.0,8.0,8.0,2017.0,2.0,1.0,Poselenie Sosenskoe,6125400
52,30.0,2.0,12.0,1983.0,2.0,8.0,Birjulevo Vostochnoe,7330000
62,62.0,2.0,17.0,2014.0,2.0,10.0,Poselenie Vnukovskoe,6368080
39,39.0,4.0,17.0,0.0,1.0,1.0,Solncevo,4583565
79,43.0,13.0,14.0,2008.0,3.0,11.0,Beskudnikovskoe,13900000
41,21.0,11.0,14.0,2002.0,1.0,21.0,Savelki,1100000
45,16.0,15.0,17.0,2015.0,1.0,10.0,Levoberezhnoe,8308300
59,41.0,4.0,17.0,1971.0,3.0,6.0,Kon'kovo,9650000
59,34.0,9.0,16.0,1981.0,2.0,10.0,Mar'ino,2000000
44,27.0,1.0,9.0,1976.0,2.0,5.0,Gol'janovo,6450000
74,44.0,16.0,17.0,1998.0,3.0,10.0,Losinoostrovskoe,12300000
41,25.0,2.0,5.0,1959.0,2.0,6.0,Danilovskoe,6700000
38,38.0,8.0,8.0,2015.0,1.0,1.0,Poselenie Vnukovskoe,5371018
72,45.0,5.0,,,,,Strogino,6350000
55,30.0,6.0,7.0,2000.0,2.0,12.0,Juzhnoe Butovo,7850000
46,28.0,3.0,12.0,1981.0,2.0,6.0,Ljublino,7570000
43,26.0,4.0,5.0,1959.0,2.0,6.0,Presnenskoe,7900000
116,1.0,2.0,22.0,2013.0,1.0,1.0,Losinoostrovskoe,16658964
51,30.0,17.0,17.0,1987.0,2.0,8.0,Chertanovo Severnoe,8700000
47,29.0,1.0,12.0,1980.0,2.0,7.0,Poselenie Mosrentgen,5350000
63,42.0,1.0,9.0,1972.0,3.0,9.0,Vostochnoe Izmajlovo,8550000
40,20.0,3.0,14.0,1987.0,1.0,8.0,Tekstil'shhiki,6250000
31,21.0,2.0,9.0,1963.0,1.0,5.0,Presnenskoe,8000000
36,,10.0,17.0,,1.0,1.0,Poselenie Moskovskij,3903740
62,40.0,2.0,7.0,1957.0,3.0,7.0,Pokrovskoe Streshnevo,10900000
45,28.0,5.0,9.0,1971.0,2.0,6.0,Veshnjaki,6150000
50,35.0,2.0,9.0,1970.0,3.0,6.0,Ivanovskoe,7400000
42,20.0,9.0,14.0,1990.0,1.0,8.0,Krjukovo,4850000
38,19.0,9.0,17.0,2007.0,1.0,7.0,Beskudnikovskoe,6375000
34,20.0,5.0,9.0,1970.0,2.0,5.0,Gol'janovo,4500000
35,19.0,9.0,12.0,1970.0,1.0,9.0,Pechatniki,5700000
52,30.0,7.0,12.0,1981.0,2.0,8.0,Bibirevo,8300000
46,29.0,2.0,,,,,Hovrino,6600000
45,30.0,6.0,9.0,1974.0,2.0,5.0,Birjulevo Vostochnoe,6800000
42,26.0,5.0,5.0,1960.0,2.0,5.0,Horoshevskoe,6700000
102,,15.0,,,,,Poselenie Moskovskij,7682493
31,18.0,2.0,5.0,1964.0,1.0,5.0,Sokolinaja Gora,5600000
44,30.0,1.0,5.0,1960.0,2.0,5.0,Horoshevo-Mnevniki,1000000
53,53.0,4.0,6.0,0.0,1.0,0.0,Poselenie Pervomajskoe,3843750
46,,5.0,16.0,2014.0,1.0,1.0,Nekrasovka,4471700
24,12.0,3.0,5.0,1967.0,1.0,5.0,Preobrazhenskoe,5000000
32,18.0,3.0,9.0,1967.0,1.0,6.0,Severnoe Tushino,6100000
45,26.0,7.0,9.0,1977.0,2.0,6.0,Zjablikovo,7400000
32,21.0,8.0,9.0,1962.0,1.0,5.0,Juzhnoportovoe,7000000
59,43.0,8.0,9.0,1980.0,3.0,6.0,Mar'ino,2000000
38,23.0,8.0,9.0,1965.0,2.0,7.0,Mozhajskoe,6400000
83,49.0,7.0,17.0,2004.0,3.0,10.0,Mozhajskoe,14000000
49,29.0,5.0,5.0,1960.0,2.0,8.0,Horoshevskoe,3080000
50,30.0,19.0,14.0,1993.0,2.0,8.0,Mitino,9100000
63,46.0,6.0,9.0,1978.0,4.0,6.0,Jasenevo,8800000
35,21.0,5.0,9.0,1967.0,2.0,6.0,Ajeroport,7000000
38,19.0,4.0,17.0,2003.0,1.0,7.0,Vyhino-Zhulebino,7200000
43,28.0,4.0,5.0,1965.0,2.0,5.0,Ljublino,6150000
77,,2.0,17.0,2015.0,3.0,10.0,Poselenie Vnukovskoe,8263322
59,43.0,3.0,9.0,1971.0,3.0,5.0,Chertanovo Central'noe,8700000
63,,15.0,17.0,,2.0,1.0,Poselenie Vnukovskoe,6950542
84,54.0,8.0,12.0,1956.0,3.0,7.0,Sokolinaja Gora,2000000
63,,5.0,1.0,,2.0,1.0,Poselenie Voskresenskoe,5995440
65,65.0,20.0,20.0,0.0,2.0,1.0,Poselenie Filimonkovskoe,8503902
102,65.0,13.0,17.0,2013.0,3.0,18.0,Strogino,20145960
38,20.0,2.0,14.0,1990.0,1.0,8.0,Krjukovo,4500000
52,30.0,12.0,14.0,2007.0,2.0,9.0,Hovrino,8800000
33,20.0,6.0,9.0,1974.0,1.0,6.0,Otradnoe,6500000
53,30.0,3.0,12.0,1983.0,2.0,8.0,Ljublino,7400000
66,46.0,1.0,5.0,1960.0,3.0,8.0,Vostochnoe Izmajlovo,8200000
82,52.0,11.0,14.0,2008.0,3.0,11.0,Timirjazevskoe,10500000
36,18.0,10.0,16.0,1983.0,1.0,9.0,Nizhegorodskoe,7500000
62,36.0,8.0,9.0,1980.0,3.0,7.0,Severnoe Butovo,1000000
59,43.0,4.0,9.0,1969.0,3.0,6.0,Losinoostrovskoe,8700000
38,19.0,11.0,17.0,1987.0,1.0,8.0,Chertanovo Severnoe,2000000
42,,7.0,,,,,Poselenie Sosenskoe,3486000
41,26.0,2.0,8.0,1964.0,2.0,5.0,Bogorodskoe,7100000
35,19.0,10.0,12.0,1969.0,1.0,9.0,Sokolinaja Gora,6800000
84,49.0,1.0,3.0,2013.0,3.0,17.0,Poselenie Desjonovskoe,7990040
32,19.0,4.0,5.0,1961.0,1.0,5.0,Vostochnoe Izmajlovo,1500000
56,40.0,7.0,24.0,2016.0,2.0,7.0,Nagatinskij Zaton,11194600
76,76.0,12.0,12.0,2015.0,3.0,1.0,Nagornoe,14089884
52,,15.0,,,,,Zapadnoe Degunino,4864371
45,30.0,4.0,5.0,1960.0,2.0,5.0,Kuz'minki,6600000
60,44.0,2.0,9.0,1968.0,3.0,6.0,Kuncevo,10500000
53,31.0,7.0,17.0,1985.0,2.0,9.0,Krylatskoe,12700000
40,26.0,6.0,9.0,1966.0,2.0,5.0,Horoshevo-Mnevniki,7500000
74,44.0,16.0,22.0,1986.0,3.0,10.0,Jasenevo,13500000
73,47.0,10.0,16.0,1981.0,3.0,10.0,Obruchevskoe,13900000
75,45.0,8.0,17.0,1992.0,3.0,10.0,Mitino,11850000
84,,17.0,,,,,Nekrasovka,6218100
51,30.0,11.0,17.0,1984.0,2.0,8.0,Nagatino-Sadovniki,9500000
37,17.0,7.0,22.0,1989.0,1.0,7.0,Krylatskoe,8000000
34,19.0,2.0,16.0,1985.0,1.0,9.0,Ljublino,6100000
34,20.0,9.0,9.0,1967.0,2.0,6.0,Sokolinaja Gora,6300000
45,27.0,1.0,5.0,1966.0,2.0,4.0,Severnoe Tushino,6800000
59,45.0,5.0,5.0,1963.0,3.0,5.0,Kuz'minki,6850000
44,1.0,7.0,1.0,1.0,1.0,1.0,Krjukovo,4664000
43,28.0,1.0,5.0,1962.0,2.0,5.0,Izmajlovo,990000
96,96.0,5.0,24.0,2014.0,3.0,1.0,Presnenskoe,27001900
35,19.0,9.0,12.0,1968.0,1.0,9.0,Severnoe Tushino,6220000
56,32.0,20.0,22.0,2001.0,2.0,10.0,Bogorodskoe,10000000
45,28.0,7.0,9.0,1973.0,2.0,6.0,Fili Davydkovo,2000000
41,1.0,2.0,2.0,2015.0,1.0,1.0,Nagornoe,4419100
38,19.0,14.0,14.0,1974.0,1.0,9.0,Ochakovo-Matveevskoe,6950000
41,21.0,4.0,12.0,1980.0,1.0,8.0,Mar'ino,5700000
32,17.0,1.0,5.0,1960.0,1.0,6.0,Izmajlovo,5250000
29,18.0,8.0,9.0,1967.0,1.0,5.0,Ajeroport,6800000
61,43.0,1.0,9.0,1976.0,3.0,6.0,Jasenevo,8450000
42,27.0,1.0,5.0,1966.0,2.0,5.0,Caricyno,5700000
46,46.0,10.0,24.0,0.0,1.0,0.0,Poselenie Vnukovskoe,5826670
53,36.0,1.0,5.0,1960.0,3.0,5.0,Kuncevo,8400000
34,34.0,1.0,14.0,2014.0,1.0,1.0,Tverskoe,3868800
119,114.0,4.0,17.0,2017.0,3.0,14.0,Presnenskoe,30274932
53,32.0,9.0,17.0,2001.0,2.0,9.0,Horoshevskoe,13400000
51,30.0,4.0,17.0,2008.0,2.0,9.0,Levoberezhnoe,2400000
40,20.0,8.0,14.0,1992.0,1.0,8.0,Mitino,7200000
38,19.0,6.0,16.0,1975.0,1.0,9.0,Birjulevo Zapadnoe,5000000
38,19.0,12.0,17.0,1996.0,1.0,8.0,Brateevo,6250000
58,41.0,3.0,5.0,1969.0,3.0,5.0,Zapadnoe Degunino,7650000
37,18.0,2.0,16.0,1988.0,1.0,10.0,Tekstil'shhiki,6200000
36,18.0,2.0,17.0,2003.0,1.0,6.0,Ljublino,7050000
51,30.0,10.0,17.0,2002.0,2.0,9.0,Chertanovo Juzhnoe,8600000
32,17.0,10.0,12.0,1971.0,1.0,10.0,Presnenskoe,5500000
45,30.0,3.0,5.0,1961.0,2.0,5.0,Kotlovka,7000000
95,95.0,15.0,1.0,2014.0,3.0,1.0,Strogino,18389700
38,19.0,14.0,17.0,1995.0,1.0,8.0,Brateevo,5800000
45,28.0,9.0,12.0,1967.0,2.0,5.0,Dmitrovskoe,6900000
44,28.0,4.0,5.0,1959.0,2.0,5.0,Vojkovskoe,8300000
42,26.0,6.0,9.0,1975.0,2.0,6.0,Otradnoe,8150000
38,19.0,12.0,17.0,1986.0,1.0,8.0,Brateevo,6200000
35,20.0,7.0,9.0,1977.0,1.0,6.0,Lianozovo,6250000
52,22.0,7.0,17.0,2007.0,1.0,11.0,Kosino-Uhtomskoe,6700000
54,35.0,3.0,9.0,1957.0,2.0,8.0,Lomonosovskoe,13500000
78,52.0,3.0,9.0,1960.0,3.0,9.0,Lomonosovskoe,13000000
39,,4.0,4.0,0.0,1.0,1.0,Poselenie Filimonkovskoe,3039200
45,27.0,1.0,9.0,1975.0,2.0,6.0,Otradnoe,6800000
41,25.0,3.0,5.0,1963.0,2.0,5.0,Ajeroport,7600000
32,20.0,3.0,5.0,1965.0,1.0,5.0,Perovo,4800000
51,,8.0,17.0,0.0,2.0,1.0,Poselenie Vnukovskoe,6380580
82,60.0,5.0,14.0,2000.0,4.0,8.0,Perovo,16500000
78,45.0,2.0,16.0,1981.0,3.0,10.0,Beskudnikovskoe,11500000
63,33.0,14.0,17.0,2013.0,2.0,12.0,Nekrasovka,5160760
39,15.0,16.0,17.0,2013.0,1.0,9.0,Poselenie Moskovskij,3460000
37,19.0,2.0,16.0,1980.0,1.0,8.0,Bibirevo,990000
44,28.0,4.0,9.0,1966.0,2.0,6.0,Kon'kovo,8100000
59,38.0,4.0,9.0,1971.0,3.0,6.0,Shhukino,11150000
52,33.0,1.0,9.0,1978.0,3.0,6.0,Otradnoe,8150000
30,18.0,1.0,5.0,1964.0,1.0,5.0,Losinoostrovskoe,5200000
87,63.0,5.0,9.0,1952.0,5.0,9.0,Danilovskoe,14000000
42,18.0,3.0,22.0,,1.0,12.0,Poselenie Voskresenskoe,5430150
36,20.0,4.0,12.0,1968.0,1.0,9.0,Perovo,5700000
63,36.0,2.0,5.0,1957.0,2.0,7.0,Timirjazevskoe,2000000
36,20.0,3.0,12.0,1968.0,1.0,9.0,Koptevo,5700000
63,,2.0,17.0,,2.0,1.0,Tverskoe,6699000
103,86.0,14.0,39.0,2009.0,1.0,5.0,Tverskoe,16840000
41,26.0,4.0,5.0,1961.0,2.0,5.0,Shhukino,5000000
36,36.0,10.0,1.0,2014.0,1.0,1.0,Strogino,7757700
41,20.0,4.0,12.0,1983.0,1.0,8.0,Strogino,7000000
51,30.0,17.0,,,,,Poselenie Moskovskij,2884032
96,67.0,3.0,5.0,1957.0,4.0,8.0,Perovo,16960000
61,33.0,9.0,17.0,2007.0,2.0,11.0,Kosino-Uhtomskoe,8400000
50,28.0,12.0,16.0,1975.0,2.0,12.0,Ivanovskoe,7100000
60,,22.0,25.0,,2.0,1.0,Poselenie Moskovskij,6299213
78,47.0,2.0,14.0,1996.0,3.0,7.0,Mar'ino,10000000
29,15.0,9.0,12.0,1971.0,1.0,6.0,Birjulevo Vostochnoe,4900000
30,22.0,3.0,5.0,1962.0,2.0,5.0,Fili Davydkovo,5000000
88,88.0,7.0,,,,,Poselenie Sosenskoe,6748800
43,21.0,4.0,14.0,1991.0,1.0,8.0,Gol'janovo,6000000
46,30.0,4.0,12.0,1976.0,2.0,6.0,Orehovo-Borisovo Severnoe,7000000
37,37.0,11.0,1.0,2014.0,1.0,1.0,Strogino,7655760
34,34.0,3.0,2.0,0.0,1.0,1.0,Poselenie Novofedorovskoe,1915412
40,19.0,15.0,17.0,1994.0,1.0,8.0,Losinoostrovskoe,7000000
61,,10.0,25.0,2015.0,2.0,0.0,Poselenie Sosenskoe,7218961
99,47.0,4.0,6.0,1914.0,3.0,14.0,Basmannoe,10000000
61,34.0,16.0,16.0,1971.0,2.0,9.0,Chertanovo Central'noe,12150000
59,45.0,9.0,9.0,1969.0,3.0,6.0,Losinoostrovskoe,8700000
35,20.0,8.0,12.0,1968.0,1.0,9.0,Severnoe Tushino,6900000
34,19.0,5.0,6.0,1962.0,1.0,6.0,Severnoe Izmajlovo,2500000
119,112.0,24.0,1.0,1.0,5.0,1.0,Mitino,16119181
67,44.0,5.0,12.0,1978.0,3.0,10.0,Juzhnoe Medvedkovo,1000000
45,28.0,8.0,9.0,1969.0,2.0,6.0,Kon'kovo,2000000
53,32.0,9.0,16.0,1976.0,2.0,9.0,Troparevo-Nikulino,1000000
39,,14.0,1.0,2014.0,2.0,1.0,Tverskoe,4890600
77,45.0,5.0,16.0,1977.0,3.0,10.0,Lianozovo,12300000
41,20.0,4.0,12.0,2001.0,1.0,8.0,Juzhnoe Butovo,6000000
77,48.0,17.0,17.0,2009.0,3.0,9.0,Troickij okrug,7800000
85,,4.0,22.0,2015.0,3.0,10.0,Poselenie Vnukovskoe,9561736
37,,13.0,17.0,1.0,1.0,1.0,Poselenie Vnukovskoe,4648932
53,30.0,12.0,12.0,1981.0,2.0,8.0,Gol'janovo,9250000
48,31.0,11.0,12.0,1967.0,2.0,8.0,Gol'janovo,6700000
39,20.0,4.0,12.0,1981.0,1.0,8.0,Dmitrovskoe,6400000
43,26.0,5.0,5.0,1965.0,2.0,5.0,Golovinskoe,6300000
39,19.0,2.0,14.0,1983.0,1.0,9.0,Severnoe Medvedkovo,7400000
38,19.0,16.0,17.0,1986.0,1.0,8.0,Sviblovo,8100000
40,,2.0,17.0,0.0,1.0,1.0,Poselenie Vnukovskoe,5902013
44,27.0,3.0,9.0,1975.0,2.0,6.0,Zjablikovo,7300000
52,27.0,1.0,16.0,1983.0,2.0,10.0,Butyrskoe,9500000
52,30.0,12.0,14.0,2006.0,2.0,9.0,Kosino-Uhtomskoe,6750000
32,18.0,5.0,9.0,1967.0,1.0,6.0,Kon'kovo,6500000
32,20.0,2.0,5.0,1961.0,1.0,5.0,Perovo,5250000
113,103.0,5.0,,,,,Vyhino-Zhulebino,13000000
62,62.0,8.0,17.0,2015.0,2.0,1.0,Nekrasovka,6396300
63,,11.0,17.0,,2.0,10.0,Poselenie Sosenskoe,7225410
63,63.0,5.0,17.0,1.0,2.0,1.0,Poselenie Vnukovskoe,7049841
38,19.0,10.0,17.0,2001.0,1.0,7.0,Mar'ino,6300000
50,33.0,7.0,9.0,1969.0,2.0,6.0,Tekstil'shhiki,7200000
44,28.0,6.0,9.0,1976.0,2.0,5.0,Zjablikovo,7100000
53,28.0,2.0,,,,,Ljublino,6800000
